track_name,artist(s)_name,streams,in_deezer_playlists,in_shazam_charts,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,in_apple_playlists,in_apple_charts,in_deezer_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,date,rank,last-week,peak-rank,weeks-on-board
Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",39666245,5,1,2.0,2023.0,6.0,2.0,277.0,1.0,1.0,20.0,0.0,81.0,F#,Major,59.0,26.0,60.0,46.0,1.0,25.0,13.0,?,,,,
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",138517666,51,29,2.0,2023.0,3.0,1.0,967.0,5.0,7.0,29.0,1.0,154.0,F#,Major,63.0,75.0,92.0,31.0,0.0,91.0,5.0,?,,,,
Bad Habit,Steve Lacy,822633917,131,29,1.0,2022.0,6.0,29.0,8186.0,12.0,155.0,72.0,16.0,169.0,C#,Major,69.0,69.0,51.0,63.0,0.0,38.0,4.0,?,,,,
CUFF IT,Beyoncï¿,595900742,330,23,1.0,2022.0,7.0,29.0,7842.0,10.0,215.0,88.0,26.0,115.0,G,Major,78.0,64.0,69.0,4.0,0.0,7.0,14.0,?,,,,
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",51985779,8,4,2.0,2023.0,6.0,5.0,215.0,6.0,6.0,14.0,2.0,84.0,A,Minor,43.0,14.0,74.0,1.0,0.0,19.0,8.0,?,,,,
69,"Nicky Jam, Feid",57945987,48,3,2.0,2023.0,5.0,18.0,1134.0,22.0,39.0,14.0,2.0,93.0,G#,Major,79.0,58.0,62.0,11.0,0.0,11.0,23.0,?,,,,
Niï¿½ï¿½a Bo,"Sean Paul, Feid",115010040,43,44,2.0,2023.0,4.0,21.0,1305.0,34.0,29.0,26.0,5.0,91.0,G,Major,82.0,47.0,62.0,10.0,0.0,10.0,15.0,?,,,,
Search & Rescue,Drake,175097833,43,182,1.0,2023.0,4.0,7.0,2066.0,6.0,58.0,70.0,0.0,142.0,A#,Minor,82.0,54.0,44.0,6.0,0.0,33.0,7.0,?,,,,
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyoncï¿",57089066,33,1,2.0,2023.0,5.0,19.0,896.0,0.0,34.0,2.0,0.0,126.0,C#,Major,78.0,20.0,70.0,1.0,0.0,16.0,4.0,?,,,,
Lavender Haze,Taylor Swift,488386797,38,1,1.0,2022.0,10.0,21.0,3763.0,8.0,51.0,43.0,10.0,97.0,A#,Major,73.0,10.0,44.0,26.0,0.0,16.0,8.0,?,,,,
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",32761689,3,0,5.0,2023.0,6.0,2.0,197.0,0.0,3.0,10.0,0.0,101.0,F,Major,92.0,59.0,51.0,41.0,51.0,26.0,8.0,?,,,,
Efecto,Bad Bunny,1047480053,43,2,1.0,2022.0,5.0,6.0,4004.0,33.0,34.0,65.0,6.0,98.0,G,Minor,80.0,23.0,48.0,14.0,0.0,6.0,5.0,?,,,,
Erro Gostoso - Ao Vivo,Simone Mendes,153454328,76,49,1.0,2023.0,1.0,27.0,984.0,5.0,8.0,57.0,2.0,154.0,F#,Major,59.0,63.0,89.0,18.0,0.0,80.0,9.0,?,,,,
Cupido,Tini,217672943,63,54,1.0,2023.0,2.0,14.0,1240.0,24.0,51.0,29.0,4.0,120.0,A,Major,91.0,63.0,58.0,52.0,0.0,31.0,22.0,?,,,,
Just Wanna Rock,Lil Uzi Vert,457184829,47,0,1.0,2022.0,10.0,17.0,3995.0,13.0,72.0,27.0,0.0,150.0,B,Major,49.0,4.0,55.0,7.0,0.0,6.0,3.0,?,,,,
Unstoppable,Sia,939844851,"1,145",,1.0,2016.0,1.0,21.0,7681.0,13.0,119.0,66.0,2.0,174.0,A,Major,47.0,27.0,78.0,11.0,0.0,10.0,8.0,?,,,,
Until I Found You,Stephen Sanchez,726434358,154,438,1.0,2021.0,9.0,1.0,4427.0,4.0,69.0,100.0,20.0,202.0,A#,Major,34.0,25.0,51.0,69.0,0.0,18.0,4.0,?,,,,
Rich Flex,"Drake, 21 Savage",573633020,42,23,2.0,2022.0,11.0,4.0,4657.0,18.0,84.0,84.0,0.0,153.0,B,Minor,56.0,42.0,52.0,5.0,0.0,36.0,24.0,?,,,,
Easy On Me,Adele,1406111294,657,9,1.0,2021.0,10.0,14.0,10195.0,20.0,258.0,87.0,22.0,142.0,F,Major,60.0,13.0,37.0,58.0,0.0,13.0,3.0,2021-11-06 00:00:00,1.0,1.0,1.0,3.0
Cartï¿½ï¿½o B,"MC Caverinha, KayBlack",71573339,30,11,2.0,2023.0,5.0,11.0,269.0,4.0,7.0,2.0,1.0,108.0,A,Minor,84.0,55.0,47.0,26.0,0.0,20.0,64.0,?,,,,
Danger (Spider) (Offset & JID),"Offset, JID",24975653,6,0,2.0,2023.0,6.0,2.0,214.0,0.0,3.0,3.0,0.0,143.0,B,Major,83.0,25.0,69.0,4.0,0.0,23.0,12.0,?,,,,
Oi Balde - Ao Vivo,Zï¿½ï¿½ Neto & Crist,145458418,47,33,1.0,2023.0,2.0,14.0,845.0,2.0,12.0,57.0,1.0,108.0,D,Major,67.0,55.0,67.0,60.0,0.0,80.0,5.0,?,,,,
The Real Slim Shady,Eminem,1424589568,"3,271",17,1.0,2000.0,1.0,1.0,20763.0,27.0,81.0,53.0,1.0,104.0,F,Minor,95.0,78.0,66.0,3.0,0.0,4.0,6.0,2000-09-09 00:00:00,98.0,88.0,4.0,19.0
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",231332117,56,84,3.0,2022.0,12.0,16.0,1267.0,20.0,41.0,22.0,4.0,93.0,F#,Minor,84.0,96.0,79.0,43.0,0.0,18.0,11.0,?,,,,
The Color Violet,Tory Lanez,415932686,21,54,1.0,2021.0,12.0,10.0,2585.0,32.0,3.0,79.0,1.0,105.0,F#,Minor,65.0,46.0,53.0,16.0,0.0,9.0,5.0,?,,,,
Glimpse of Us,Joji,988515741,158,31,1.0,2022.0,6.0,10.0,6330.0,6.0,109.0,42.0,3.0,170.0,G#,Major,44.0,27.0,32.0,89.0,0.0,14.0,5.0,?,,,,
Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",50847624,11,1,3.0,2023.0,5.0,4.0,675.0,1.0,9.0,13.0,0.0,178.0,C#,Minor,62.0,56.0,66.0,18.0,0.0,12.0,5.0,?,,,,
Curtains,Ed Sheeran,39893489,27,50,1.0,2023.0,5.0,5.0,715.0,0.0,37.0,3.0,0.0,176.0,F#,Minor,50.0,44.0,76.0,10.0,0.0,32.0,5.0,?,,,,
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",92035115,9,49,2.0,2023.0,5.0,1.0,327.0,13.0,14.0,110.0,0.0,104.0,E,Minor,80.0,38.0,88.0,11.0,0.0,11.0,5.0,?,,,,
Haegeum,Agust D,118810253,10,9,1.0,2023.0,4.0,21.0,244.0,12.0,6.0,84.0,2.0,85.0,G,Major,70.0,83.0,84.0,31.0,0.0,47.0,30.0,?,,,,
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,"Rich The Kid, Matuï¿",77233241,41,29,2.0,2023.0,4.0,30.0,385.0,4.0,17.0,7.0,1.0,117.0,F#,Minor,77.0,69.0,58.0,39.0,0.0,26.0,5.0,?,,,,
MIENTRAS ME CURO DEL CORA,Karol G,206399629,30,0,1.0,2023.0,2.0,24.0,1020.0,35.0,15.0,26.0,6.0,80.0,,Major,52.0,57.0,48.0,86.0,0.0,15.0,39.0,?,,,,
Never Felt So Alone,Labrinth,117747907,51,20,1.0,2023.0,4.0,7.0,1730.0,3.0,46.0,5.0,0.0,98.0,F,Major,44.0,36.0,41.0,50.0,0.0,38.0,5.0,?,,,,
X SI VOLVEMOS,"Karol G, Romeo Santos",266624541,53,4,2.0,2023.0,2.0,2.0,2127.0,33.0,45.0,80.0,8.0,178.0,C#,Minor,79.0,58.0,78.0,34.0,0.0,11.0,25.0,?,,,,
ceilings,Lizzy McAlpine,293186992,48,6,1.0,2022.0,4.0,8.0,3242.0,9.0,67.0,55.0,0.0,148.0,A,Major,51.0,27.0,33.0,48.0,0.0,22.0,3.0,?,,,,
Cupid,Fifty Fifty,139681964,30,320,1.0,2023.0,2.0,24.0,526.0,10.0,15.0,93.0,0.0,120.0,D,Major,77.0,94.0,66.0,65.0,0.0,38.0,3.0,?,,,,
I AM,IVE,123132751,7,55,1.0,2023.0,4.0,10.0,366.0,15.0,16.0,102.0,0.0,122.0,E,Minor,68.0,38.0,88.0,1.0,0.0,8.0,5.0,?,,,,
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,103762518,6,0,1.0,1997.0,1.0,1.0,472.0,2.0,0.0,0.0,0.0,144.0,F,Major,74.0,75.0,73.0,42.0,0.0,9.0,4.0,?,,,,
Shorty Party,"Cartel De Santa, La Kelly",162887075,12,33,2.0,2023.0,3.0,4.0,432.0,12.0,8.0,14.0,2.0,96.0,D,Major,93.0,47.0,47.0,33.0,0.0,10.0,36.0,?,,,,
Super,SEVENTEEN,91221625,9,55,1.0,2023.0,4.0,24.0,271.0,12.0,16.0,103.0,0.0,137.0,G#,Major,77.0,35.0,88.0,16.0,0.0,17.0,9.0,?,,,,
Slut Me Out,NLE Choppa,190490915,13,4,1.0,2022.0,4.0,22.0,816.0,4.0,21.0,4.0,0.0,121.0,F#,Minor,94.0,71.0,61.0,12.0,0.0,53.0,42.0,?,,,,
Double Fantasy (with Future),"The Weeknd, Future",96180277,28,0,2.0,2023.0,4.0,21.0,1169.0,0.0,36.0,65.0,0.0,119.0,A,Minor,60.0,10.0,57.0,1.0,0.0,50.0,3.0,?,,,,
All Of The Girls You Loved Before,Taylor Swift,185240616,19,5,1.0,2019.0,8.0,23.0,1282.0,6.0,26.0,6.0,0.0,96.0,D,Major,72.0,40.0,47.0,71.0,0.0,13.0,4.0,?,,,,
PROVENZA,Karol G,885093467,147,20,1.0,2022.0,4.0,21.0,6587.0,34.0,114.0,104.0,11.0,111.0,C#,Major,87.0,53.0,52.0,66.0,1.0,11.0,5.0,?,,,,
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",104992946,0,0,2.0,2023.0,4.0,14.0,1444.0,4.0,0.0,0.0,0.0,148.0,A,Major,90.0,74.0,68.0,14.0,0.0,10.0,19.0,?,,,,
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",147290338,4,37,2.0,2023.0,2.0,3.0,356.0,10.0,4.0,64.0,2.0,182.0,A,Major,57.0,80.0,59.0,8.0,0.0,6.0,5.0,?,,,,
Shivers,Ed Sheeran,1302184087,543,,1.0,2021.0,9.0,9.0,10147.0,30.0,234.0,71.0,18.0,141.0,D,Major,79.0,82.0,86.0,28.0,0.0,4.0,9.0,2021-11-06 00:00:00,7.0,9.0,7.0,7.0
Igualito a Mi Apï¿,"Fuerza Regida, Peso Pluma",158950978,5,4,2.0,2022.0,12.0,30.0,265.0,6.0,8.0,84.0,1.0,145.0,E,Minor,76.0,80.0,81.0,19.0,0.0,6.0,9.0,?,,,,
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",76910644,10,64,2.0,2023.0,4.0,25.0,351.0,9.0,16.0,90.0,0.0,110.0,B,Minor,76.0,26.0,70.0,1.0,0.0,41.0,6.0,?,,,,
Komang,Raim Laode,137123880,1,18,1.0,2022.0,8.0,16.0,158.0,4.0,5.0,6.0,1.0,134.0,G,Major,70.0,35.0,41.0,41.0,0.0,10.0,3.0,?,,,,
DESPECHï¿,ROSALï¿½,782369383,422,55,1.0,2022.0,7.0,28.0,7613.0,33.0,180.0,90.0,15.0,130.0,G,Major,92.0,78.0,62.0,18.0,0.0,6.0,10.0,?,,,,
Made You Look,Meghan Trainor,502574952,127,16,1.0,2022.0,10.0,21.0,3956.0,6.0,142.0,23.0,3.0,145.0,A#,Major,84.0,88.0,53.0,35.0,0.0,8.0,7.0,?,,,,
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",207033255,21,0,3.0,2023.0,2.0,5.0,1638.0,10.0,0.0,0.0,0.0,130.0,B,Minor,69.0,36.0,90.0,1.0,10.0,15.0,4.0,?,,,,
No Se Va,Grupo Frontera,404887295,22,38,1.0,2022.0,4.0,28.0,924.0,18.0,17.0,80.0,9.0,173.0,,Major,59.0,69.0,53.0,12.0,0.0,23.0,3.0,?,,,,
Punto G,Quevedo,381161027,37,1,1.0,2022.0,11.0,4.0,1985.0,35.0,34.0,26.0,5.0,92.0,B,Minor,75.0,55.0,76.0,25.0,0.0,10.0,15.0,?,,,,
Lovers Rock,TV Girl,466231982,36,37,1.0,2014.0,6.0,5.0,6339.0,13.0,3.0,1.0,1.0,105.0,F,Minor,56.0,57.0,87.0,0.0,1.0,10.0,4.0,?,,,,
METAMORPHOSIS,INTERWORLD,357580552,24,30,1.0,2021.0,11.0,25.0,1561.0,24.0,18.0,78.0,0.0,175.0,G,Minor,59.0,15.0,64.0,43.0,90.0,12.0,10.0,?,,,,
Mami Chula,"Quevedo, Jhayco",61105704,27,43,2.0,2023.0,4.0,27.0,875.0,4.0,17.0,13.0,0.0,120.0,G,Minor,80.0,33.0,70.0,22.0,0.0,9.0,4.0,?,,,,
En Paris,"El Chachito, Junior H",198275403,2,0,2.0,2022.0,12.0,24.0,406.0,5.0,3.0,31.0,1.0,139.0,D#,Minor,70.0,77.0,48.0,37.0,0.0,12.0,5.0,?,,,,
Set Me Free Pt.2,Jimin,168448603,16,9,1.0,2023.0,3.0,17.0,340.0,13.0,4.0,71.0,1.0,132.0,,Minor,59.0,56.0,82.0,12.0,0.0,12.0,6.0,?,,,,
I Was Never There,"The Weeknd, Gesaffelstein",705469769,142,27,2.0,2018.0,3.0,29.0,4188.0,15.0,30.0,70.0,0.0,114.0,A#,Major,32.0,17.0,74.0,14.0,0.0,17.0,3.0,?,,,,
Don't ever say love me (feat. RM of BTS),"RM, Colde",34502215,5,0,2.0,2023.0,5.0,4.0,105.0,0.0,5.0,9.0,0.0,145.0,B,Minor,54.0,19.0,48.0,36.0,0.0,37.0,5.0,?,,,,
Shut Down,BLACKPINK,482175240,62,2,1.0,2022.0,9.0,16.0,1524.0,17.0,53.0,120.0,0.0,110.0,,Major,82.0,67.0,69.0,0.0,0.0,18.0,4.0,?,,,,
Gato de Noche,"Nengo Flow, Bad Bunny",304118600,32,0,2.0,2022.0,12.0,22.0,2651.0,30.0,21.0,55.0,3.0,94.0,G#,Major,89.0,61.0,66.0,17.0,0.0,36.0,16.0,?,,,,
Call Out My Name,The Weeknd,1449799467,801,105,1.0,2018.0,3.0,29.0,11087.0,6.0,151.0,107.0,1.0,134.0,C#,Major,45.0,17.0,60.0,21.0,0.0,33.0,4.0,2018-08-11 00:00:00,95.0,89.0,4.0,18.0
Like Crazy (English Version),Jimin,173627354,5,5,1.0,2023.0,3.0,24.0,373.0,19.0,4.0,72.0,0.0,120.0,G,Major,62.0,32.0,76.0,0.0,0.0,39.0,4.0,?,,,,
Rosa Pastel,"Jasiel Nuï¿½ï¿½ez, Peso P",90025258,2,1,2.0,2023.0,2.0,2.0,200.0,4.0,8.0,77.0,1.0,123.0,G,Minor,70.0,86.0,68.0,24.0,0.0,11.0,4.0,?,,,,
Sunroof,"Nicky Youre, Dazy",652704649,110,0,2.0,2021.0,12.0,3.0,3741.0,17.0,156.0,35.0,19.0,131.0,A#,Major,77.0,84.0,71.0,35.0,0.0,15.0,4.0,?,,,,
Lose Yourself - Soundtrack Version,Eminem,1829992958,"5,567",51,1.0,2002.0,1.0,1.0,32502.0,21.0,247.0,54.0,1.0,171.0,D,Major,70.0,6.0,73.0,1.0,0.0,36.0,26.0,?,,,,
Superman,"Eminem, Dina Rae",655466831,"1,005",0,2.0,2002.0,5.0,26.0,7615.0,14.0,18.0,51.0,0.0,130.0,E,Minor,80.0,64.0,76.0,2.0,0.0,20.0,6.0,?,,,,
Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",146409671,20,1,3.0,2023.0,3.0,2.0,1208.0,34.0,10.0,41.0,0.0,94.0,B,Major,82.0,53.0,67.0,34.0,0.0,9.0,8.0,?,,,,
People Pt.2 (feat. IU),"IU, Agust D",95816024,11,24,2.0,2023.0,4.0,7.0,209.0,4.0,4.0,45.0,2.0,89.0,G,Minor,73.0,44.0,57.0,39.0,0.0,32.0,6.0,?,,,,
REMIX EXCLUSIVO,Feid,117206995,15,6,1.0,2023.0,3.0,17.0,1235.0,9.0,20.0,8.0,0.0,87.0,F,Minor,65.0,71.0,56.0,4.0,0.0,15.0,20.0,?,,,,
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",100409613,18,1,2.0,2023.0,3.0,22.0,654.0,3.0,11.0,3.0,1.0,124.0,B,Minor,72.0,79.0,78.0,55.0,0.0,15.0,30.0,?,,,,
DOGTOOTH,"Tyler, The Creator",80758350,18,33,2.0,2023.0,3.0,27.0,1479.0,0.0,23.0,0.0,0.0,78.0,G#,Major,71.0,80.0,65.0,51.0,0.0,22.0,32.0,?,,,,
10:35,"Tiï¿½ï¿½sto, Tate M",325592432,147,63,2.0,2022.0,11.0,1.0,4942.0,26.0,190.0,104.0,18.0,120.0,G#,Major,70.0,70.0,79.0,7.0,0.0,18.0,10.0,?,,,,
SORRY NOT SORRY,"Tyler, The Creator",58473276,13,0,2.0,2023.0,3.0,31.0,709.0,0.0,8.0,1.0,0.0,96.0,F#,Minor,48.0,50.0,80.0,40.0,0.0,37.0,20.0,?,,,,
HAPPY,NF,52722996,11,78,1.0,2023.0,3.0,25.0,660.0,0.0,22.0,7.0,0.0,106.0,G,Major,73.0,22.0,86.0,31.0,0.0,12.0,4.0,?,,,,
La Bebe,Yng Lvcas,191945597,5,2,1.0,2021.0,12.0,24.0,489.0,17.0,4.0,11.0,1.0,170.0,D,Minor,78.0,75.0,46.0,62.0,0.0,12.0,35.0,?,,,,
I Know - PR1SVX Edit,"Kanii, PR1ISVX",77377503,5,1,2.0,2023.0,3.0,24.0,407.0,0.0,16.0,15.0,0.0,134.0,B,Minor,67.0,11.0,76.0,8.0,47.0,30.0,7.0,?,,,,
Late Night Talking,Harry Styles,743693613,199,58,1.0,2022.0,5.0,20.0,7461.0,8.0,166.0,42.0,16.0,115.0,A#,Major,71.0,90.0,73.0,30.0,0.0,11.0,5.0,?,,,,
Leï¿½,Marï¿½ï¿½lia Mendo,267789608,88,28,1.0,2022.0,12.0,9.0,993.0,4.0,30.0,84.0,1.0,130.0,F#,Major,74.0,79.0,87.0,45.0,0.0,30.0,3.0,?,,,,
Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",1221813483,468,10,2.0,2020.0,3.0,20.0,9161.0,5.0,240.0,98.0,3.0,118.0,,Major,65.0,63.0,79.0,3.0,0.0,10.0,3.0,?,,,,
Something in the Orange,Zach Bryan,449701773,46,117,1.0,2022.0,4.0,22.0,3282.0,12.0,67.0,84.0,16.0,110.0,G,Major,59.0,22.0,38.0,42.0,0.0,12.0,3.0,?,,,,
VOID,Melanie Martinez,67070410,12,52,1.0,2023.0,3.0,29.0,596.0,0.0,29.0,9.0,0.0,100.0,A,Major,72.0,42.0,66.0,18.0,4.0,19.0,4.0,?,,,,
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",116334601,2,9,2.0,2023.0,3.0,14.0,320.0,6.0,5.0,48.0,1.0,142.0,G,Minor,70.0,76.0,79.0,26.0,0.0,11.0,7.0,?,,,,
Midnight Rain,Taylor Swift,433356509,21,0,1.0,2022.0,10.0,21.0,2612.0,4.0,19.0,29.0,0.0,140.0,,Major,64.0,18.0,37.0,72.0,0.0,12.0,7.0,?,,,,
If We Ever Broke Up,Mae Stephens,165584767,66,444,1.0,2023.0,2.0,10.0,2040.0,4.0,81.0,27.0,9.0,116.0,G,Major,90.0,96.0,73.0,62.0,0.0,9.0,4.0,?,,,,
You Proof,Morgan Wallen,367814306,9,14,1.0,2022.0,5.0,13.0,2128.0,9.0,37.0,88.0,0.0,120.0,A,Major,73.0,64.0,85.0,25.0,0.0,61.0,3.0,?,,,,
LA INOCENTE,"Feid, Mora",477033549,43,85,2.0,2022.0,4.0,1.0,2598.0,37.0,28.0,57.0,8.0,92.0,F,Minor,76.0,46.0,79.0,31.0,0.0,7.0,6.0,?,,,,
Malas Decisiones,Kenia OS,156214700,21,0,1.0,2022.0,10.0,26.0,542.0,2.0,23.0,2.0,0.0,110.0,G#,Minor,81.0,64.0,79.0,5.0,0.0,31.0,3.0,?,,,,
Murder In My Mind,Kordhell,448843705,50,22,1.0,2022.0,1.0,21.0,2459.0,20.0,20.0,68.0,0.0,120.0,A#,Major,71.0,57.0,97.0,1.0,0.0,13.0,11.0,?,,,,
Gangsta's Paradise,"Coolio, L.V.",1357608774,386,,2.0,1995.0,7.0,11.0,10624.0,17.0,21.0,0.0,0.0,80.0,G#,Major,63.0,40.0,61.0,9.0,0.0,56.0,6.0,?,,,,
CAIRO,"Karol G, Ovy On The Drums",294352144,55,16,2.0,2022.0,11.0,13.0,2418.0,26.0,52.0,66.0,1.0,115.0,F,Minor,95.0,43.0,69.0,47.0,0.0,9.0,31.0,?,,,,
I Love You So,The Walters,972164968,135,6,1.0,2014.0,11.0,28.0,7536.0,7.0,44.0,19.0,0.0,76.0,A#,Major,58.0,46.0,67.0,65.0,0.0,13.0,4.0,?,,,,
Dark Red,Steve Lacy,920045682,181,10,1.0,2017.0,2.0,20.0,10431.0,7.0,71.0,53.0,0.0,172.0,F#,Major,60.0,77.0,78.0,45.0,0.0,12.0,6.0,?,,,,
Say You Won't Let Go,James Arthur,2420461338,"1,509",13,1.0,2016.0,9.0,9.0,15722.0,16.0,231.0,37.0,0.0,99.0,A#,Major,40.0,45.0,56.0,69.0,0.0,9.0,5.0,2017-11-04 00:00:00,46.0,42.0,11.0,52.0
The Hills,The Weeknd,1947371785,"1,992",18,1.0,2015.0,5.0,27.0,25744.0,4.0,122.0,94.0,0.0,136.0,,Minor,36.0,12.0,57.0,9.0,0.0,14.0,8.0,2016-05-07 00:00:00,48.0,39.0,1.0,48.0
Heart To Heart,Mac DeMarco,244658767,29,1,1.0,2019.0,5.0,10.0,1640.0,0.0,27.0,27.0,1.0,150.0,G#,Minor,90.0,64.0,14.0,67.0,35.0,11.0,10.0,?,,,,
Peaches (from The Super Mario Bros. Movie),Jack Black,68216992,0,0,1.0,2023.0,4.0,7.0,34.0,0.0,0.0,0.0,0.0,92.0,A#,Minor,71.0,41.0,31.0,79.0,0.0,10.0,5.0,?,,,,
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",223582566,30,0,5.0,2022.0,12.0,15.0,1845.0,16.0,20.0,8.0,2.0,95.0,C#,Major,77.0,72.0,87.0,17.0,0.0,7.0,5.0,?,,,,
LOKERA,"Brray, Rauw Alejandro, Lyanno",471819764,64,3,3.0,2022.0,7.0,25.0,3301.0,30.0,72.0,64.0,6.0,102.0,B,Minor,83.0,58.0,83.0,21.0,0.0,10.0,5.0,?,,,,
Low,SZA,272377463,14,9,1.0,2022.0,12.0,9.0,1911.0,0.0,23.0,71.0,0.0,145.0,,Minor,70.0,34.0,55.0,43.0,0.0,16.0,6.0,?,,,,
Numb,Linkin Park,1361425037,"7,341",0,1.0,2003.0,3.0,24.0,20111.0,5.0,39.0,0.0,0.0,110.0,A,Major,50.0,24.0,86.0,0.0,0.0,64.0,4.0,2017-08-12 00:00:00,34.0,,11.0,33.0
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",149778242,39,0,2.0,2023.0,2.0,24.0,1529.0,0.0,32.0,18.0,2.0,95.0,,Major,64.0,30.0,77.0,46.0,0.0,38.0,6.0,?,,,,
on the street (with J. Cole),"j-hope, J. Cole",116599790,8,9,2.0,2023.0,3.0,3.0,615.0,2.0,22.0,82.0,0.0,94.0,B,Minor,68.0,81.0,82.0,53.0,0.0,9.0,13.0,?,,,,
One Thing At A Time,Morgan Wallen,148469433,5,21,1.0,2022.0,12.0,2.0,811.0,4.0,11.0,58.0,0.0,142.0,G,Major,61.0,92.0,91.0,0.0,0.0,26.0,3.0,?,,,,
Miss You,"Robin Schulz, Oliver Tree",497225336,197,165,2.0,2022.0,8.0,5.0,5730.0,10.0,108.0,16.0,3.0,145.0,F#,Minor,59.0,20.0,74.0,1.0,0.0,15.0,5.0,?,,,,
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,88791109,0,0,1.0,2023.0,3.0,3.0,356.0,4.0,4.0,20.0,0.0,121.0,F#,Minor,64.0,67.0,80.0,0.0,0.0,36.0,3.0,?,,,,
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,125917280,0,66,1.0,2023.0,3.0,3.0,604.0,6.0,22.0,101.0,0.0,140.0,D#,Minor,66.0,43.0,76.0,49.0,0.0,12.0,3.0,?,,,,
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",105062254,18,19,3.0,2023.0,2.0,23.0,1190.0,0.0,29.0,3.0,0.0,137.0,C#,Minor,84.0,44.0,67.0,8.0,0.0,11.0,6.0,?,,,,
Everything I Love,Morgan Wallen,95623148,0,103,1.0,2023.0,1.0,31.0,579.0,0.0,11.0,54.0,0.0,104.0,G#,Major,56.0,72.0,85.0,0.0,0.0,15.0,3.0,?,,,,
Heaven,Niall Horan,144584800,48,150,1.0,2023.0,2.0,17.0,1553.0,2.0,61.0,6.0,0.0,92.0,F,Major,57.0,68.0,76.0,7.0,0.0,33.0,3.0,?,,,,
LET GO,Central Cee,298063749,110,8,1.0,2022.0,12.0,15.0,2301.0,20.0,49.0,23.0,0.0,146.0,D,Minor,74.0,51.0,45.0,86.0,0.0,21.0,38.0,?,,,,
Sial,Mahalini,166570053,0,23,1.0,2023.0,1.0,23.0,134.0,4.0,4.0,6.0,0.0,120.0,D,Major,56.0,20.0,43.0,89.0,0.0,12.0,4.0,?,,,,
I Wrote The Book,Morgan Wallen,83021468,0,0,1.0,2023.0,1.0,31.0,430.0,0.0,15.0,17.0,0.0,144.0,D,Major,68.0,83.0,81.0,9.0,0.0,8.0,4.0,?,,,,
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",139836056,0,48,2.0,2022.0,11.0,5.0,86.0,0.0,11.0,101.0,0.0,94.0,A,Major,59.0,44.0,56.0,80.0,0.0,6.0,3.0,?,,,,
SPIT IN MY FACE!,ThxSoMch,303216294,9,0,1.0,2022.0,10.0,31.0,629.0,14.0,32.0,3.0,0.0,94.0,G#,Major,73.0,65.0,79.0,5.0,2.0,11.0,6.0,?,,,,
PLAYA DEL INGLï¿½,"Myke Towers, Quevedo",221409663,34,47,2.0,2022.0,12.0,15.0,1701.0,15.0,30.0,15.0,2.0,113.0,G,Minor,79.0,66.0,74.0,8.0,0.0,11.0,5.0,?,,,,
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",58890931,1,0,2.0,2023.0,3.0,3.0,329.0,0.0,14.0,35.0,0.0,148.0,E,Major,50.0,49.0,76.0,12.0,0.0,12.0,3.0,?,,,,
Red Ruby Da Sleeze,Nicki Minaj,81419389,20,21,1.0,2023.0,3.0,3.0,1168.0,0.0,45.0,11.0,0.0,98.0,C#,Major,70.0,29.0,73.0,12.0,0.0,11.0,26.0,?,,,,
