track_name,artist(s)_name,streams,in_deezer_playlists,in_shazam_charts,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,in_apple_playlists,in_apple_charts,in_deezer_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,date,rank,last-week,peak-rank,weeks-on-board
DANCE CRIP,Trueno,198883004,24,4,1.0,2021.0,11.0,17.0,731.0,0.0,14.0,14.0,0.0,106.0,,Major,86.0,86.0,79.0,11.0,0.0,8.0,9.0,?,,,,
Miserable Man,David Kushner,124407432,32,0,1.0,2022.0,1.0,7.0,788.0,0.0,13.0,0.0,1.0,110.0,A#,Major,63.0,31.0,35.0,93.0,0.0,29.0,3.0,?,,,,
happier,Olivia Rodrigo,850608354,105,45,1.0,2021.0,5.0,21.0,3069.0,4.0,25.0,46.0,0.0,169.0,F#,Major,39.0,36.0,45.0,81.0,0.0,8.0,13.0,?,,,,
Praise God,Kanye West,376333030,105,0,1.0,2021.0,8.0,29.0,4651.0,0.0,24.0,6.0,0.0,118.0,C#,Major,80.0,21.0,55.0,1.0,0.0,26.0,17.0,2021-11-06 00:00:00,80.0,89.0,20.0,5.0
Get Into It (Yuh),Doja Cat,516784627,73,0,1.0,2021.0,6.0,25.0,4999.0,0.0,43.0,19.0,12.0,92.0,G#,Minor,91.0,79.0,66.0,32.0,0.0,9.0,16.0,2021-11-06 00:00:00,86.0,86.0,68.0,12.0
Before You Go,Lewis Capaldi,1608045237,625,25,1.0,2019.0,11.0,1.0,8327.0,24.0,205.0,130.0,0.0,112.0,D#,Major,45.0,19.0,60.0,63.0,0.0,9.0,6.0,2021-02-27 00:00:00,33.0,32.0,9.0,52.0
Sky,Playboi Carti,506778838,52,1,1.0,2020.0,12.0,25.0,3297.0,3.0,25.0,3.0,0.0,140.0,D,Major,79.0,56.0,91.0,26.0,0.0,13.0,21.0,?,,,,
Rolling in the Deep,Adele,1472799873,"6,280",78,1.0,2010.0,11.0,29.0,35684.0,6.0,195.0,125.0,2.0,105.0,G#,Major,73.0,52.0,76.0,13.0,0.0,5.0,3.0,?,,,,
Sobrio,Maluma,513643924,100,1,1.0,2021.0,7.0,8.0,3506.0,10.0,103.0,76.0,1.0,178.0,F,Major,76.0,63.0,77.0,14.0,0.0,15.0,22.0,?,,,,
Peru,"Ed Sheeran, Fireboy DML",261286503,154,22,2.0,2021.0,12.0,23.0,2999.0,0.0,60.0,17.0,0.0,108.0,G,Minor,96.0,71.0,42.0,57.0,0.0,8.0,9.0,?,,,,
favorite crime,Olivia Rodrigo,783706581,99,7,1.0,2021.0,5.0,21.0,3681.0,0.0,20.0,21.0,0.0,173.0,A,Major,40.0,19.0,29.0,86.0,0.0,34.0,4.0,?,,,,
Thunder,"Prezioso, Gabry Ponte, LUM!X",422691058,259,13,3.0,2021.0,5.0,7.0,4846.0,10.0,54.0,16.0,0.0,101.0,C#,Major,67.0,40.0,90.0,3.0,0.0,34.0,6.0,?,,,,
The Business,Tiï¿½ï¿,1062345656,582,14,1.0,2020.0,1.0,1.0,14311.0,0.0,255.0,32.0,0.0,120.0,G#,Minor,80.0,24.0,62.0,41.0,2.0,11.0,23.0,?,,,,
positions,Ariana Grande,1252563873,95,2,1.0,2020.0,10.0,23.0,8207.0,0.0,175.0,55.0,0.0,144.0,,Major,73.0,66.0,80.0,44.0,0.0,9.0,12.0,?,,,,
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,851070493,434,13,1.0,2021.0,3.0,19.0,4873.0,0.0,65.0,88.0,3.0,133.0,C#,Major,75.0,96.0,61.0,0.0,0.0,18.0,4.0,?,,,,
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",263894529,89,0,2.0,2021.0,10.0,22.0,772.0,0.0,7.0,3.0,0.0,158.0,G#,Minor,46.0,62.0,83.0,53.0,0.0,97.0,28.0,?,,,,
The Feels,TWICE,345903614,44,2,1.0,2021.0,10.0,1.0,1150.0,0.0,20.0,99.0,0.0,120.0,A,Major,81.0,92.0,90.0,9.0,0.0,8.0,7.0,2021-10-16 00:00:00,83.0,,83.0,1.0
HEARTBREAK ANNIVERSARY,Giveon,951637566,210,37,1.0,2020.0,2.0,21.0,5398.0,4.0,111.0,127.0,0.0,129.0,,Major,61.0,59.0,46.0,56.0,0.0,13.0,5.0,?,,,,
No Lie,"Sean Paul, Dua Lipa",956865266,"1,219",62,2.0,2016.0,11.0,18.0,7370.0,0.0,92.0,127.0,0.0,102.0,G,Major,74.0,45.0,89.0,5.0,0.0,26.0,13.0,?,,,,
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",427486004,201,1,4.0,2021.0,8.0,13.0,6890.0,0.0,122.0,11.0,0.0,124.0,G#,Minor,79.0,79.0,84.0,2.0,0.0,5.0,5.0,?,,,,
Pope Is a Rockstar,SALES,156658366,50,0,1.0,2016.0,4.0,20.0,1966.0,0.0,4.0,2.0,0.0,90.0,E,Minor,73.0,31.0,45.0,85.0,24.0,11.0,3.0,?,,,,
2055,Sleepy hallow,624515457,44,0,1.0,2021.0,4.0,14.0,2226.0,0.0,29.0,0.0,0.0,161.0,F#,Minor,78.0,65.0,52.0,46.0,0.0,12.0,31.0,?,,,,
Bored,Billie Eilish,777765388,250,0,1.0,2017.0,3.0,30.0,4204.0,0.0,39.0,45.0,0.0,120.0,G,Major,60.0,11.0,33.0,90.0,0.0,8.0,5.0,?,,,,
Happier Than Ever - Edit,Billie Eilish,412795151,38,0,1.0,2021.0,7.0,28.0,1959.0,0.0,19.0,0.0,0.0,81.0,,Major,45.0,12.0,57.0,7.0,0.0,23.0,3.0,?,,,,
Astronaut In The Ocean,Masked Wolf,1138474110,478,7,1.0,2019.0,1.0,1.0,7191.0,0.0,146.0,18.0,0.0,150.0,E,Minor,78.0,47.0,70.0,18.0,0.0,15.0,9.0,2021-09-04 00:00:00,39.0,36.0,6.0,28.0
Ley Seca,"Anuel Aa, Jhay Cortez",355219175,38,0,2.0,2021.0,9.0,2.0,2012.0,0.0,101.0,12.0,0.0,105.0,G#,Major,76.0,58.0,84.0,10.0,0.0,13.0,10.0,?,,,,
Every Summertime,NIKI,290228626,5,6,1.0,2021.0,8.0,10.0,1211.0,2.0,30.0,2.0,0.0,79.0,F#,Major,63.0,76.0,67.0,38.0,0.0,6.0,4.0,?,,,,
Talking To The Moon,Bruno Mars,1062956628,862,0,1.0,2010.0,10.0,4.0,7109.0,2.0,5.0,0.0,0.0,146.0,C#,Minor,52.0,7.0,61.0,51.0,0.0,11.0,3.0,?,,,,
you broke me first,Tate McRae,1180094974,318,1,1.0,2020.0,4.0,17.0,6638.0,0.0,167.0,19.0,0.0,124.0,E,Major,64.0,8.0,37.0,79.0,0.0,9.0,5.0,?,,,,
The Nights,Avicii,1456081449,"1,282",55,1.0,2014.0,1.0,1.0,17354.0,8.0,92.0,122.0,0.0,126.0,F#,Major,53.0,66.0,85.0,2.0,0.0,24.0,4.0,?,,,,
Take My Breath,The Weeknd,432702334,344,0,1.0,2021.0,8.0,6.0,6392.0,0.0,174.0,73.0,0.0,121.0,G#,Major,75.0,53.0,74.0,2.0,0.0,11.0,5.0,2021-11-06 00:00:00,32.0,27.0,6.0,12.0
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",489945871,86,0,3.0,2021.0,9.0,3.0,5481.0,0.0,144.0,30.0,0.0,136.0,B,Minor,80.0,33.0,60.0,0.0,0.0,32.0,14.0,?,,,,
Cï¿½ï¿½,Rauw Alejandro,465959382,39,5,1.0,2021.0,6.0,25.0,2636.0,3.0,36.0,82.0,0.0,102.0,A,Minor,77.0,26.0,63.0,58.0,0.0,11.0,5.0,?,,,,
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",1223481149,8,0,3.0,2021.0,10.0,27.0,824.0,0.0,8.0,8.0,2.0,77.0,G,Major,73.0,54.0,74.0,23.0,0.0,41.0,23.0,?,,,,
Dance Monkey,Tones and I,2864791672,"3,595",,1.0,2019.0,5.0,10.0,24529.0,0.0,533.0,167.0,6.0,98.0,F#,Minor,82.0,54.0,59.0,69.0,0.0,18.0,10.0,?,,,,
Lucid Dreams,Juice WRLD,2288695111,710,5,1.0,2017.0,6.0,15.0,14749.0,0.0,188.0,34.0,0.0,84.0,B,Minor,44.0,22.0,48.0,38.0,0.0,33.0,24.0,2019-12-28 00:00:00,22.0,8.0,2.0,48.0
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",720825549,131,0,2.0,2021.0,1.0,28.0,8087.0,0.0,92.0,34.0,0.0,102.0,G#,Major,89.0,77.0,82.0,3.0,0.0,17.0,11.0,?,,,,
All of Me,John Legend,2086124197,"4,534",77,1.0,2013.0,8.0,1.0,27221.0,0.0,308.0,118.0,2.0,120.0,G#,Major,42.0,33.0,26.0,92.0,0.0,13.0,3.0,?,,,,
Smells Like Teen Spirit - Remastered 2021,Nirvana,1690192927,"12,367",160,1.0,1991.0,9.0,10.0,49991.0,9.0,265.0,121.0,4.0,117.0,C#,Major,52.0,73.0,91.0,0.0,0.0,11.0,7.0,?,,,,
Arcade,Duncan Laurence,991336132,584,,1.0,2019.0,3.0,7.0,6646.0,0.0,107.0,47.0,1.0,72.0,A,Minor,45.0,27.0,33.0,82.0,0.0,14.0,4.0,2021-10-02 00:00:00,41.0,42.0,30.0,24.0
Fair Trade (with Travis Scott),"Drake, Travis Scott",593917618,96,3,2.0,2021.0,9.0,3.0,5403.0,6.0,118.0,116.0,0.0,168.0,C#,Major,67.0,29.0,47.0,5.0,0.0,22.0,26.0,?,,,,
Bar,"Tini, L-Gante",200972675,0,0,2.0,2021.0,11.0,11.0,755.0,4.0,22.0,3.0,0.0,94.0,C#,Major,52.0,68.0,69.0,13.0,0.0,33.0,8.0,?,,,,
The Rumbling (TV Size),SiM,71014967,23,0,1.0,2022.0,1.0,10.0,254.0,0.0,0.0,4.0,0.0,145.0,G#,Major,41.0,65.0,88.0,0.0,0.0,26.0,5.0,?,,,,
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",560222750,63,2,2.0,2021.0,8.0,27.0,6308.0,5.0,114.0,15.0,0.0,134.0,C#,Major,71.0,14.0,61.0,1.0,0.0,23.0,33.0,?,,,,
Mr. Brightside,The Killers,1806617704,"5,063",120,1.0,2003.0,9.0,23.0,51979.0,15.0,306.0,99.0,2.0,148.0,C#,Major,35.0,24.0,93.0,0.0,0.0,10.0,8.0,2005-10-29 00:00:00,51.0,44.0,10.0,38.0
Blessed-Cursed,ENHYPEN,77337771,10,0,1.0,2022.0,1.0,10.0,246.0,0.0,2.0,12.0,0.0,127.0,E,Minor,60.0,40.0,89.0,9.0,0.0,60.0,6.0,?,,,,
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",528544703,67,0,3.0,2021.0,6.0,24.0,6556.0,0.0,93.0,5.0,1.0,172.0,F#,Minor,74.0,79.0,66.0,11.0,0.0,8.0,16.0,?,,,,
Streets,Doja Cat,865640097,179,12,1.0,2019.0,11.0,7.0,5728.0,0.0,85.0,87.0,0.0,90.0,B,Major,75.0,19.0,46.0,21.0,4.0,34.0,8.0,2021-06-05 00:00:00,79.0,68.0,16.0,20.0
Shallow,"Lady Gaga, Bradley Cooper",2159346687,"2,854",121,2.0,2018.0,9.0,27.0,16636.0,12.0,368.0,155.0,6.0,96.0,G,Major,57.0,30.0,40.0,38.0,0.0,26.0,3.0,?,,,,
Polaroid Love,ENHYPEN,211372494,17,0,1.0,2022.0,1.0,10.0,461.0,0.0,10.0,56.0,0.0,138.0,G,Minor,74.0,65.0,67.0,46.0,0.0,36.0,4.0,?,,,,
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",651732901,110,70,2.0,2021.0,4.0,28.0,4893.0,4.0,143.0,24.0,0.0,120.0,G,Major,72.0,67.0,72.0,0.0,0.0,13.0,4.0,?,,,,
Permission to Dance,BTS,608334048,74,2,1.0,2021.0,7.0,9.0,1801.0,2.0,77.0,134.0,0.0,125.0,A,Major,70.0,65.0,74.0,1.0,0.0,34.0,4.0,?,,,,
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",863756573,710,18,4.0,2021.0,1.0,15.0,12043.0,0.0,209.0,54.0,0.0,123.0,D,Major,82.0,80.0,86.0,1.0,0.0,30.0,13.0,?,,,,
RAPSTAR,Polo G,797402345,78,0,1.0,2021.0,4.0,9.0,4731.0,0.0,141.0,12.0,0.0,81.0,F#,Major,79.0,44.0,54.0,41.0,0.0,13.0,24.0,?,,,,
'Till I Collapse,"Eminem, Nate Dogg",1695712020,"2,515",0,2.0,2002.0,5.0,26.0,22923.0,0.0,78.0,46.0,1.0,171.0,C#,Major,55.0,10.0,85.0,7.0,0.0,8.0,20.0,?,,,,
Memories,Maroon 5,1759567999,"1,066",19,1.0,2019.0,9.0,20.0,9974.0,2.0,272.0,67.0,1.0,91.0,B,Major,77.0,60.0,32.0,84.0,0.0,8.0,5.0,2020-07-11 00:00:00,42.0,40.0,2.0,41.0
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",223319934,0,0,8.0,2021.0,8.0,12.0,1560.0,0.0,72.0,0.0,0.0,84.0,G,Minor,56.0,61.0,76.0,10.0,0.0,14.0,11.0,?,,,,
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",54937991,3,0,2.0,2022.0,1.0,7.0,620.0,0.0,17.0,3.0,0.0,115.0,F,Minor,90.0,74.0,54.0,16.0,0.0,13.0,28.0,?,,,,
When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",226897599,65,0,2.0,2021.0,12.0,29.0,3270.0,0.0,89.0,21.0,0.0,125.0,,Major,69.0,70.0,89.0,4.0,0.0,49.0,3.0,?,,,,
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",258316038,93,0,2.0,2021.0,10.0,14.0,580.0,0.0,24.0,92.0,0.0,122.0,F#,Minor,80.0,62.0,69.0,28.0,0.0,13.0,7.0,?,,,,
Miï¿½ï¿½n,"Tini, Maria Becerra",596152090,70,0,2.0,2021.0,4.0,29.0,3406.0,16.0,61.0,23.0,1.0,92.0,D,Major,85.0,92.0,54.0,16.0,0.0,29.0,7.0,?,,,,
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",177129919,15,0,3.0,2021.0,11.0,18.0,903.0,0.0,30.0,26.0,0.0,90.0,F#,Minor,63.0,75.0,75.0,17.0,0.0,11.0,8.0,?,,,,
MAMIII,"Karol G, Becky G",716591492,175,29,2.0,2022.0,2.0,10.0,6809.0,28.0,151.0,102.0,5.0,94.0,E,Minor,84.0,90.0,70.0,9.0,0.0,14.0,8.0,?,,,,
Still D.R.E.,"Dr. Dre, Snoop Dogg",1210599487,"6,591",0,2.0,1999.0,1.0,1.0,33966.0,0.0,141.0,78.0,1.0,93.0,B,Major,81.0,53.0,78.0,18.0,0.0,6.0,24.0,?,,,,
Stay Alive (Prod. SUGA of BTS),Jung Kook,246376690,20,1,1.0,2022.0,2.0,11.0,590.0,5.0,4.0,113.0,0.0,130.0,D,Minor,51.0,50.0,76.0,30.0,0.0,10.0,7.0,?,,,,
Boyfriend,Dove Cameron,496311364,102,2,1.0,2022.0,2.0,11.0,3766.0,0.0,76.0,0.0,0.0,180.0,G,Minor,35.0,23.0,61.0,23.0,0.0,19.0,6.0,?,,,,
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",146789379,34,0,2.0,2022.0,2.0,11.0,1430.0,0.0,46.0,1.0,0.0,134.0,,Major,53.0,31.0,31.0,92.0,0.0,28.0,3.0,?,,,,
The Next Episode,"Dr. Dre, Snoop Dogg",843309044,"5,451",953,2.0,1999.0,1.0,1.0,31762.0,0.0,142.0,40.0,1.0,95.0,D#,Minor,92.0,31.0,89.0,3.0,0.0,8.0,25.0,?,,,,
Light Switch,Charlie Puth,500340342,85,1,1.0,2022.0,1.0,19.0,4049.0,0.0,119.0,6.0,1.0,184.0,F#,Major,69.0,91.0,63.0,11.0,0.0,9.0,31.0,?,,,,
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",107255472,30,0,3.0,2022.0,2.0,11.0,2096.0,0.0,34.0,3.0,0.0,147.0,G#,Minor,47.0,50.0,80.0,10.0,0.0,32.0,38.0,?,,,,
Brividi,"Mahmood, Blanco",135079152,31,0,2.0,2022.0,2.0,2.0,1175.0,0.0,34.0,1.0,0.0,123.0,G,Major,52.0,44.0,60.0,40.0,0.0,26.0,3.0,?,,,,
Lost,Frank Ocean,822239726,587,4,1.0,2012.0,1.0,1.0,29499.0,11.0,124.0,27.0,0.0,123.0,A#,Minor,91.0,49.0,61.0,3.0,0.0,17.0,22.0,?,,,,
In Da Club,50 Cent,1202722675,"5,221",35,1.0,2002.0,1.0,1.0,30427.0,7.0,235.0,106.0,1.0,90.0,F#,Minor,90.0,79.0,71.0,26.0,0.0,7.0,37.0,2003-08-02 00:00:00,46.0,44.0,1.0,30.0
she's all i wanna be,Tate McRae,343197054,51,12,1.0,2022.0,2.0,4.0,2711.0,0.0,105.0,12.0,0.0,160.0,D,Minor,61.0,65.0,64.0,1.0,0.0,12.0,4.0,?,,,,
Ginseng Strip 2002,Yung Lean,240769997,113,3,1.0,2013.0,8.0,16.0,4310.0,0.0,13.0,0.0,1.0,115.0,C#,Major,60.0,37.0,71.0,8.0,0.0,48.0,4.0,?,,,,
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",426204830,7,4,2.0,2019.0,8.0,4.0,5342.0,0.0,33.0,123.0,0.0,141.0,D#,Major,37.0,17.0,67.0,2.0,0.0,34.0,9.0,?,,,,
Notion,The Rare Occasions,421135627,65,6,1.0,2016.0,8.0,5.0,2393.0,0.0,22.0,13.0,0.0,160.0,A,Major,31.0,30.0,88.0,7.0,0.0,8.0,8.0,?,,,,
Formula,Labrinth,554875730,102,1,1.0,2019.0,10.0,4.0,3444.0,7.0,24.0,85.0,0.0,145.0,B,Major,57.0,23.0,66.0,4.0,6.0,15.0,4.0,?,,,,
Mount Everest,Labrinth,467727006,80,12,1.0,2019.0,6.0,21.0,5443.0,0.0,45.0,1.0,0.0,89.0,,Minor,46.0,43.0,43.0,23.0,8.0,8.0,22.0,?,,,,
Excuses,"Intense, AP Dhillon, Gurinder Gill",327498031,2,0,3.0,2020.0,7.0,24.0,272.0,4.0,7.0,21.0,0.0,95.0,F,Minor,84.0,49.0,72.0,8.0,0.0,15.0,8.0,?,,,,
Cigarettes,Juice WRLD,185408548,10,0,1.0,2021.0,12.0,10.0,975.0,0.0,11.0,0.0,0.0,160.0,D,Major,60.0,47.0,62.0,3.0,0.0,38.0,4.0,?,,,,
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",245400167,12,0,7.0,2022.0,1.0,14.0,1034.0,1.0,19.0,5.0,0.0,174.0,F,Minor,67.0,74.0,75.0,44.0,0.0,7.0,30.0,?,,,,
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",579395142,"1,663",0,3.0,1995.0,12.0,28.0,18773.0,0.0,128.0,17.0,0.0,92.0,G,Major,77.0,76.0,84.0,3.0,0.0,38.0,4.0,?,,,,
Forgot About Dre,"Eminem, Dr. Dre",675039469,"1,674",3,2.0,1999.0,1.0,1.0,19067.0,0.0,78.0,15.0,0.0,134.0,G#,Major,93.0,61.0,74.0,9.0,0.0,17.0,8.0,?,,,,
Down Under (feat. Colin Hay),"Luude, Colin Hay",252871192,50,7,2.0,2021.0,11.0,19.0,3541.0,2.0,57.0,13.0,1.0,172.0,B,Minor,31.0,4.0,86.0,1.0,0.0,28.0,17.0,?,,,,
Mujeriego,Ryan Castro,231996128,91,24,1.0,2021.0,12.0,17.0,1492.0,0.0,44.0,63.0,0.0,80.0,A,Major,76.0,92.0,62.0,6.0,0.0,8.0,13.0,?,,,,
HUMBLE.,Kendrick Lamar,1929770265,"1,481",5,1.0,2017.0,3.0,30.0,33206.0,1.0,284.0,114.0,0.0,150.0,C#,Minor,91.0,42.0,60.0,0.0,0.0,9.0,12.0,?,,,,
Stan,"Eminem, Dido",918915401,"4,180",0,2.0,1999.0,11.0,21.0,17115.0,0.0,83.0,63.0,0.0,80.0,F#,Minor,78.0,53.0,74.0,4.0,0.0,45.0,21.0,?,,,,
Contection,"GODZZ__-, Zakaria",1180896317,398,1,2.0,2020.0,1.0,16.0,6955.0,0.0,65.0,45.0,0.0,166.0,A#,Minor,81.0,83.0,75.0,14.0,0.0,29.0,34.0,?,,,,
Swim,Chase Atlantic,498960285,62,0,1.0,2017.0,10.0,4.0,2742.0,0.0,5.0,1.0,0.0,120.0,G#,Major,67.0,8.0,54.0,27.0,0.0,8.0,4.0,?,,,,
A Tu Merced,Bad Bunny,685071800,40,0,1.0,2020.0,2.0,29.0,4214.0,11.0,21.0,20.0,0.0,92.0,,Major,86.0,89.0,79.0,17.0,0.0,11.0,6.0,?,,,,
Numb Little Bug,Em Beihold,258714692,42,6,1.0,2022.0,1.0,28.0,2026.0,0.0,47.0,3.0,12.0,85.0,G#,Minor,74.0,61.0,52.0,30.0,0.0,26.0,9.0,?,,,,
212,"Mainstreet, Chefin",143139338,39,0,2.0,2022.0,1.0,15.0,352.0,0.0,10.0,0.0,0.0,154.0,D,Minor,79.0,86.0,52.0,66.0,0.0,9.0,7.0,?,,,,
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",209768491,15,4,2.0,2021.0,10.0,22.0,1517.0,0.0,42.0,7.0,0.0,92.0,D,Minor,73.0,37.0,74.0,28.0,0.0,14.0,6.0,?,,,,
Bussin,"Nicki Minaj, Lil Baby",64714573,14,0,2.0,2022.0,2.0,11.0,847.0,0.0,25.0,0.0,0.0,140.0,B,Major,89.0,75.0,70.0,6.0,0.0,13.0,5.0,?,,,,
Worst Day,Future,50746620,24,0,1.0,2022.0,2.0,11.0,910.0,0.0,20.0,3.0,0.0,89.0,C#,Major,65.0,60.0,60.0,11.0,0.0,10.0,40.0,?,,,,
Malvada,Zï¿½ï¿½ Fe,154119539,64,0,1.0,2022.0,1.0,28.0,601.0,0.0,28.0,73.0,0.0,135.0,F,Minor,89.0,89.0,86.0,16.0,0.0,8.0,5.0,?,,,,
Hrs and Hrs,Muni Long,181328253,46,4,1.0,2021.0,11.0,19.0,1800.0,0.0,43.0,36.0,13.0,140.0,G#,Minor,51.0,66.0,53.0,60.0,0.0,11.0,18.0,?,,,,
Alien Blues,Vundabar,370068639,28,1,1.0,2015.0,7.0,24.0,1930.0,0.0,3.0,0.0,0.0,82.0,D#,Major,47.0,44.0,76.0,8.0,91.0,9.0,3.0,?,,,,
Thinking Out Loud,Ed Sheeran,2280566092,"3,895",28,1.0,2014.0,1.0,1.0,33032.0,0.0,363.0,129.0,0.0,79.0,D,Major,78.0,58.0,45.0,47.0,0.0,18.0,3.0,2015-11-28 00:00:00,45.0,41.0,2.0,58.0
Still Don't Know My Name,Labrinth,563902868,266,0,1.0,2019.0,10.0,4.0,6332.0,0.0,47.0,116.0,0.0,88.0,F,Major,31.0,31.0,63.0,47.0,27.0,21.0,12.0,?,,,,
Christmas Tree,V,317622165,6,8,1.0,2021.0,12.0,24.0,509.0,9.0,8.0,106.0,0.0,139.0,F,Major,44.0,18.0,38.0,70.0,0.0,12.0,4.0,?,,,,
Mal Feito - Ao Vivo,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",291709698,93,0,2.0,2022.0,1.0,14.0,971.0,2.0,35.0,104.0,1.0,124.0,,Minor,73.0,68.0,83.0,55.0,0.0,90.0,7.0,?,,,,
When I R.I.P.,Labrinth,203680270,66,0,1.0,2019.0,10.0,4.0,2578.0,0.0,8.0,67.0,0.0,80.0,G#,Minor,39.0,45.0,55.0,73.0,0.0,9.0,21.0,?,,,,
Do We Have A Problem?,"Nicki Minaj, Lil Baby",81350745,26,0,2.0,2022.0,2.0,4.0,1064.0,0.0,42.0,1.0,0.0,120.0,C#,Minor,84.0,54.0,51.0,47.0,0.0,12.0,40.0,?,,,,
Forever,Labrinth,282883169,138,2,1.0,2019.0,10.0,4.0,3618.0,0.0,21.0,86.0,0.0,80.0,E,Minor,56.0,19.0,46.0,92.0,72.0,11.0,3.0,?,,,,
Gospel (with Eminem),"Eminem, Dr. Dre",64787943,29,0,2.0,2022.0,2.0,4.0,1040.0,0.0,8.0,0.0,0.0,117.0,C#,Major,92.0,62.0,86.0,11.0,0.0,24.0,24.0,?,,,,
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",2484812918,"1,785",8,2.0,2019.0,6.0,19.0,15010.0,2.0,453.0,50.0,1.0,117.0,A,Minor,76.0,77.0,52.0,4.0,0.0,8.0,3.0,?,,,,
NEW MAGIC WAND,"Tyler, The Creator",461437791,55,1,2.0,2019.0,5.0,16.0,4708.0,0.0,13.0,7.0,0.0,140.0,F,Minor,62.0,46.0,73.0,10.0,0.0,67.0,11.0,?,,,,
Adore You,Harry Styles,1439191367,519,5,1.0,2019.0,12.0,6.0,13454.0,1.0,246.0,71.0,2.0,99.0,G#,Major,68.0,57.0,77.0,2.0,0.0,10.0,5.0,2020-11-28 00:00:00,49.0,43.0,6.0,50.0
La Santa,"Daddy Yankee, Bad Bunny",759208783,100,0,2.0,2020.0,2.0,29.0,4890.0,20.0,52.0,42.0,0.0,93.0,C#,Major,74.0,59.0,87.0,3.0,0.0,8.0,5.0,?,,,,
Something In The Way - Remastered 2021,Nirvana,368646862,"1,197",43,1.0,1991.0,9.0,24.0,9514.0,0.0,45.0,27.0,0.0,106.0,G#,Major,44.0,8.0,20.0,74.0,42.0,11.0,3.0,?,,,,
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",299634472,51,0,2.0,2022.0,3.0,11.0,3501.0,0.0,69.0,2.0,11.0,124.0,G,Major,81.0,68.0,63.0,17.0,0.0,10.0,22.0,?,,,,
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",756907987,492,35,2.0,2022.0,3.0,4.0,6111.0,4.0,185.0,40.0,9.0,95.0,G#,Major,76.0,96.0,70.0,18.0,0.0,33.0,4.0,?,,,,
Una Noche en Medellï¿½,Cris Mj,682475162,53,2,1.0,2022.0,1.0,21.0,5415.0,32.0,46.0,16.0,1.0,96.0,A#,Minor,87.0,82.0,53.0,10.0,0.0,5.0,8.0,?,,,,
Envolver,Anitta,546191065,180,4,1.0,2021.0,11.0,11.0,4673.0,2.0,123.0,113.0,1.0,92.0,E,Minor,81.0,40.0,73.0,15.0,0.0,9.0,8.0,?,,,,
Starlight,Dave,229473310,31,1,1.0,2022.0,3.0,3.0,1856.0,3.0,29.0,40.0,1.0,124.0,G,Major,95.0,36.0,37.0,35.0,0.0,10.0,28.0,?,,,,
Hati-Hati di Jalan,Tulus,202677468,0,0,1.0,2022.0,3.0,3.0,200.0,2.0,12.0,4.0,0.0,72.0,F#,Major,64.0,76.0,44.0,70.0,9.0,12.0,4.0,?,,,,
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,121913181,58,0,1.0,2022.0,2.0,4.0,1888.0,0.0,26.0,1.0,0.0,71.0,,Minor,28.0,26.0,20.0,19.0,0.0,30.0,3.0,?,,,,
